ArticleLabel,DiseaseLabel,ChemicalLabel
35663546,Autism Spectrum Disorder,"1,2-bis(2,4,6-tribromophenoxy)ethane"
24781735,Autism Spectrum Disorder,"1,2-bis(2,4,6-tribromophenoxy)ethane"
35663546,Autism Spectrum Disorder,"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid"
24781735,Autism Spectrum Disorder,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester"
35663546,Autism Spectrum Disorder,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester"
20868653,Autism Spectrum Disorder,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester"
35663546,Autism Spectrum Disorder,"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one"
35663546,Autism Spectrum Disorder,"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole"
35663546,Autism Spectrum Disorder,"1,2-cyclohexanediamine"
35663546,Autism Spectrum Disorder,12-dehydrogingerdione
35663546,Autism Spectrum Disorder,"1,2-diacetylbenzene"
35663546,Autism Spectrum Disorder,"1,2-diamino-4-nitrobenzene"
35663546,Autism Spectrum Disorder,"1,2-diaminobenzene"
35663546,Autism Spectrum Disorder,"1,2-dibromo-2,4-dicyanobutane"
35663546,Autism Spectrum Disorder,"1,2-dibromo-3-chloropropane"
35663546,Autism Spectrum Disorder,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane"
20546835,Autism Spectrum Disorder,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane"
24781735,Autism Spectrum Disorder,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane"
21283809,Autism Spectrum Disorder,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane"
25290267,Autism Spectrum Disorder,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane"
35663546,Autism Spectrum Disorder,"1,2-dichloro-4-nitrobenzene"
35663546,Autism Spectrum Disorder,"1,2-dichloroethylene"
35663546,Autism Spectrum Disorder,"1,2-dihydro-1,2-dihydroxy-5-methylchrysene"
35663546,Autism Spectrum Disorder,"1,2-dihydroxy-1,2-dihydronaphthalene"
35663546,Autism Spectrum Disorder,"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt"
35663546,Autism Spectrum Disorder,"1,2-dimethyl-4-nitrobenzene"
35663546,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
18252227,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
24781735,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
21438139,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
28191889,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
28288114,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
31209396,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
25290267,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
20844286,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
30890645,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
20657642,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
22048961,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
20868653,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
20808228,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
21254450,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
20412115,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
21424692,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
20981775,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
21151189,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
17173049,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
27399968,Autism Spectrum Disorder,"1,2-Dimethylhydrazine"
35663546,Autism Spectrum Disorder,"1,2-dimethylnaphthalene"
35663546,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
20546835,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
24781735,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
31209396,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
18252227,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
20844286,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
30503813,Autism Spectrum Disorder,"1,2-dithiol-3-thione"
35663546,Autism Spectrum Disorder,"1,2-epoxy-4-vinylcyclohexane"
35663546,Autism Spectrum Disorder,12-HPETE
35663546,Autism Spectrum Disorder,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid"
30890645,Autism Spectrum Disorder,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid"
35663546,Autism Spectrum Disorder,"12-hydroxy-5,8,10-heptadecatrienoic acid"
35663546,Autism Spectrum Disorder,12-hydroxydodecanoic acid
35663546,Autism Spectrum Disorder,12-hydroxyellipticine
35663546,Autism Spectrum Disorder,"1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline"
35663546,Autism Spectrum Disorder,12-methylbenzanthracene
35663546,Autism Spectrum Disorder,"1,2-naphthoquinone"
35663546,Autism Spectrum Disorder,1-(2-thienyl)-2-(methylamino)propane
35663546,Autism Spectrum Disorder,1-(2-trifluoromethoxyphenyl)-2-nitroethanone
31209396,Autism Spectrum Disorder,1-(2-trifluoromethoxyphenyl)-2-nitroethanone
35663546,Autism Spectrum Disorder,"13,14-dihydro-15-ketoprostaglandin E1"
35663546,Autism Spectrum Disorder,"1-(3',4'-dichloro-2-fluoro(1,1'-biphenyl)-4-yl)cyclopropanecarboxylic acid"
35663546,Autism Spectrum Disorder,1-(3-(4-phenoxyphenoxy)-2-oxopropyl)indole-5-carboxylic acid
35663546,Autism Spectrum Disorder,"1,3,4-thiadiazole"
35663546,Autism Spectrum Disorder,"1-(3',5'-dihydroxyphenoxy)-7-(2'',4'',6''-trihydroxyphenoxy)-2,4,9-trihydroxydibenzo-1,4,-dioxin"
35663546,Autism Spectrum Disorder,"1,3,5-triallyl isocyanurate"
35663546,Autism Spectrum Disorder,"1,3,5-tribromobenzene"
35663546,Autism Spectrum Disorder,"1,3,7,8-tetrachlorodibenzo-4-dioxin"
35663546,Autism Spectrum Disorder,"1,3,7,9-tetramethyluric acid"
35663546,Autism Spectrum Disorder,"1,3,7-trimethyluric acid"
35663546,Autism Spectrum Disorder,"1,3,8-trihydroxy-6-hydroxymethylanthraquinone"
24781735,Autism Spectrum Disorder,"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine"
21572417,Autism Spectrum Disorder,"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine"
35663546,Autism Spectrum Disorder,"1,3-bis(2-hydroxyiminomethylpyridinium)propane"
35663546,Autism Spectrum Disorder,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole"
35663546,Autism Spectrum Disorder,"1,3-butadiene"
20546835,Autism Spectrum Disorder,"1,3-butadiene"
28288114,Autism Spectrum Disorder,"1,3-butadiene"
25290267,Autism Spectrum Disorder,"1,3-butadiene"
28191889,Autism Spectrum Disorder,"1,3-butadiene"
20412115,Autism Spectrum Disorder,"1,3-butadiene"
31209396,Autism Spectrum Disorder,"1,3-butadiene"
20981775,Autism Spectrum Disorder,"1,3-butadiene"
20868653,Autism Spectrum Disorder,"1,3-butadiene"
21151189,Autism Spectrum Disorder,"1,3-butadiene"
35663546,Autism Spectrum Disorder,1-(3-chlorophenyl)piperazine
35663546,Autism Spectrum Disorder,13-desmethylspirolide C
35663546,Autism Spectrum Disorder,"1,3-di(1H-indol-3-yl)propan-2-one"
35663546,Autism Spectrum Disorder,"1,3-dichloro-2-propanol"
35663546,Autism Spectrum Disorder,"1,3-dicyclohexylurea"
35663546,Autism Spectrum Disorder,"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one"
35663546,Autism Spectrum Disorder,"1,3-dimethoxy-5-methyl-2-(3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)benzene"
35663546,Autism Spectrum Disorder,"1,3-dimethylthiourea"
35663546,Autism Spectrum Disorder,"1,3-dinitropyrene"
35663546,Autism Spectrum Disorder,"1,3-dipropyl-8-cyclopentylxanthine"
35663546,Autism Spectrum Disorder,"13-hydroxy-9,11-octadecadienoic acid"
35663546,Autism Spectrum Disorder,13-hydroxyellipticine
30890645,Autism Spectrum Disorder,"14,15-dihydroxyeicosatrienoic acid"
35663546,Autism Spectrum Disorder,"14,15-dihydroxyeicosatrienoic acid"
30890645,Autism Spectrum Disorder,"14,15-eicosa-5-enoic acid"
35663546,Autism Spectrum Disorder,"14,15-eicosa-5-enoic acid"
35663546,Autism Spectrum Disorder,"14,15-epoxy-5,8,11-eicosatrienoic acid"
30890645,Autism Spectrum Disorder,"14,15-epoxy-5,8,11-eicosatrienoic acid"
35663546,Autism Spectrum Disorder,"1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one"
35663546,Autism Spectrum Disorder,"1-(4-(4-(3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl)phenoxy)butyl)-4-aza-1-azoniabicyclo(2.2.2)octane"
20868653,Autism Spectrum Disorder,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one"
35663546,Autism Spectrum Disorder,"1-((4,5-bis(4-methoxyphenyl)-2-thiazoyl)carbonyl)-4-methylpiperazine"
35663546,Autism Spectrum Disorder,"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone"
22048961,Autism Spectrum Disorder,"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone"
35663546,Autism Spectrum Disorder,1-((4-(aminocarbonyl)pyridinio)trimethylene)-2-((hydroxyimino)methyl)pyridinium
35663546,Autism Spectrum Disorder,"1,4-androstadiene-3,17-dione"
35663546,Autism Spectrum Disorder,"1,4-benzenedimethanethiol"
35663546,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
20546835,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
24781735,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
25290267,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
28191889,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
31209396,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
20808228,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
21151189,Autism Spectrum Disorder,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
35663546,Autism Spectrum Disorder,"1,4-bis(2-hydroxyiminomethylpyridinium)butane"
35663546,Autism Spectrum Disorder,"1,4-bis(4-hydroxyiminomethylpyridinium)butane dibromide"
35663546,Autism Spectrum Disorder,1-(4-carbamoylpyridinium)-4-(4-hydroxyiminomethylpyridinium)but-2-ene
35663546,Autism Spectrum Disorder,1-(4-chlorobenzoyl)-5-methoxy-2-1H-indole-3-acetic acid 3-(nitrooxymethyl)phenyl ester
35663546,Autism Spectrum Disorder,"1-(4-chlorophenyl)-3-(3-(4-chlorophenyl)-5,5-dimethyl-1-(3-(5-nitrofuran-2-yl)allyldienehydrazinocarbonylmethyl)-2-oxoimidazolidin-4-yl)-1-hydroxyurea"
35663546,Autism Spectrum Disorder,"1-(4-chlorophenyl)-benzo-2,5-quinone"
35663546,Autism Spectrum Disorder,"14-deoxy-11,12-didehydroandrographolide"
28191889,Autism Spectrum Disorder,"14-deoxy-11,12-didehydroandrographolide"
20678249,Autism Spectrum Disorder,"14-deoxy-11,12-didehydroandrographolide"
35663546,Autism Spectrum Disorder,"1,4-dihydro-N-methylnicotinamide"
35663546,Autism Spectrum Disorder,"1,4-dihydropyridine"
35663546,Autism Spectrum Disorder,"1,4-dihydroxy-2-naphthoic acid"
35663546,Autism Spectrum Disorder,"1,4-dihydroxy-2-nonene"
35663546,Autism Spectrum Disorder,"1,4-dihydroxyanthraquinone"
35663546,Autism Spectrum Disorder,"1,4-dimethoxy-2-naphthoic acid"
35663546,Autism Spectrum Disorder,"1,4-dimethylnaphthalene"
29553459,Autism Spectrum Disorder,"1,4-dioxane"
35663546,Autism Spectrum Disorder,"1,4-dioxane"
35663546,Autism Spectrum Disorder,1-(4-ethylphenyl-)-N-((2-methoxyphenyl)methyl) propane-2-amine
22037176,Autism Spectrum Disorder,"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane"
35663546,Autism Spectrum Disorder,1-(4-hydroxyiminomethylpyridinium)-3-(carbamoylpyridinium) propane dibromide
35663546,Autism Spectrum Disorder,1-(4-hydroxyiminomethylpyridinium)-3-pyridiniumpropane
35663546,Autism Spectrum Disorder,1-(4-hydroxyiminomethylpyridinium)-4-(4-carbamoylpyridinium)butane
35663546,Autism Spectrum Disorder,"1-(4-hydroxyphenyl)-1,2-diphenyl-1-butene"
35663546,Autism Spectrum Disorder,1-(4-methoxyphenyl)piperazine
35663546,Autism Spectrum Disorder,1-(4-methylphenyl)propane-2-amine
35663546,Autism Spectrum Disorder,1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole
35663546,Autism Spectrum Disorder,"1,4-naphthoquinone"
35663546,Autism Spectrum Disorder,"1,4-phenylenebis(methylene)selenocyanate"
35663546,Autism Spectrum Disorder,1-(5-(2-fluorophenyl)-1-(pyridin-3-ylsulfonyl)-1H-pyrrol-3-yl)-N-methylmethanamine
35663546,Autism Spectrum Disorder,15-acetyldeoxynivalenol
21302352,Autism Spectrum Disorder,15-acetyldeoxynivalenol
18252227,Autism Spectrum Disorder,15-acetyldeoxynivalenol
35663546,Autism Spectrum Disorder,"1,5-anhydrofructose"
35663546,Autism Spectrum Disorder,"1,5-benzothiazepine"
35663546,Autism Spectrum Disorder,"1-(5-chloro-1-((2,4-dimethoxyphenyl)sulfonyl)-3-(2-methoxyphenyl)-2-oxo-2,3-dihydro-1H-indol-3-yl)-4-hydroxy-N,N-dimethyl-2-pyrrolidinecarboxamide"
35663546,Autism Spectrum Disorder,"15-deoxy-delta(12,14)-prostaglandin J2"
31209396,Autism Spectrum Disorder,"15-deoxy-delta(12,14)-prostaglandin J2"
35663546,Autism Spectrum Disorder,15-deoxyprostaglandin J2
35663546,Autism Spectrum Disorder,"1,5-diaminonaphthalene"
35663546,Autism Spectrum Disorder,1-(5-fluoropentyl)-3-(4-methyl-1-naphthoyl)indole
35663546,Autism Spectrum Disorder,"15-hydroperoxy-5,8,11,13-eicosatetraenoic acid"
35663546,Autism Spectrum Disorder,"15-hydroxy-11,12-epoxyeicosatrienoic acid"
20546835,Autism Spectrum Disorder,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid"
35663546,Autism Spectrum Disorder,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid"
35663546,Autism Spectrum Disorder,"15-hydroxy-5,8,11,13,17-eicosapentaenoic acid"
35663546,Autism Spectrum Disorder,"15-hydroxy-5,8,11,13-eicosatetraenoic acid"
30890645,Autism Spectrum Disorder,"15-hydroxy-5,8,11,13-eicosatetraenoic acid"
35663546,Autism Spectrum Disorder,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine
35663546,Autism Spectrum Disorder,1-(5-isoquinolinylsulfonyl)-3-methylpiperazine
35663546,Autism Spectrum Disorder,"15-keto-13,14-dihydroprostaglandin E2"
35663546,Autism Spectrum Disorder,"15-keto-13,14-dihydroprostaglandin F2alpha"
35663546,Autism Spectrum Disorder,"15-keto-5,8,11,13-eicosatetraenoic acid"
35663546,Autism Spectrum Disorder,15-ketoprostaglandin E
35663546,Autism Spectrum Disorder,15-ketoprostaglandin E2
35663546,Autism Spectrum Disorder,15-ketoprostaglandin F2alpha
35663546,Autism Spectrum Disorder,"1,5-naphthalenediamine"
35663546,Autism Spectrum Disorder,"16,16-Dimethylprostaglandin E2"
35663546,Autism Spectrum Disorder,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea"
35663546,Autism Spectrum Disorder,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione"
20952458,Autism Spectrum Disorder,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione"
20832055,Autism Spectrum Disorder,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione"
30890645,Autism Spectrum Disorder,"16 alpha,17-epoxyprogesterone"
35663546,Autism Spectrum Disorder,"16 alpha,17-epoxyprogesterone"
35663546,Autism Spectrum Disorder,16 alpha-bromo-17 beta-estradiol
35663546,Autism Spectrum Disorder,"16 alpha-ethyl-21-hydroxy-19-nor-4-pregnene-3,20-dione"
35663546,Autism Spectrum Disorder,"1,6-dimethylnaphthalene"
35663546,Autism Spectrum Disorder,"1,6-dinitropyrene"
35663546,Autism Spectrum Disorder,"1,6-hexamethylene diisocyanate"
35663546,Autism Spectrum Disorder,"16-hydroxycleroda-3,13(14)-dien-15,16-olide"
35663546,Autism Spectrum Disorder,16-hydroxyestrone
35663546,Autism Spectrum Disorder,16-hydroxytestosterone
35663546,Autism Spectrum Disorder,16-ketoestrone
35663546,Autism Spectrum Disorder,16-O-demethylaconitine
24781735,Autism Spectrum Disorder,"17,20-((1-methoxyethylidene)bis(oxy))-3-oxo-19-norpregna-4,20-diene-21-carboxylic acid methyl ester"
35663546,Autism Spectrum Disorder,"17,20-dihydroxyvitamin D2"
35663546,Autism Spectrum Disorder,"17alpha-ethynylestr-5(10)-ene-3alpha,17beta-diol"
35663546,Autism Spectrum Disorder,17 alpha-hydroperoxypregnenolone
35663546,Autism Spectrum Disorder,17-alpha-Hydroxyprogesterone
35663546,Autism Spectrum Disorder,17 alpha-Hydroxyprogesterone Caproate
35663546,Autism Spectrum Disorder,17-amino-17-demethoxygeldanamycin -C2-galactose
35663546,Autism Spectrum Disorder,"17-benzyl-5-androstane-3,17-diol"
